企业ID,行业名称,经营年份,注册金额（万元）,所在城市,城市等级,企业信用评分,月均营收（万元）,月均成本（万元）,员工人数,是否通过贷款,零售品类,门店面积（㎡）,月均客流量（人）
RETL-202512-547493,零售行业,3.0,117.3,泉州,三线及以下,855.0,231.0,155.9,47,通过,综合商超,626.7,1932
RETL-202512-540948,零售行业,7.0,373.2,深圳,一线城市,535.0,265.3,204.6,51,通过,美妆零售,599.5,8550
RETL-202512-446050,零售行业,1.0,92.2,长沙,二线城市,313.0,110.2,85.2,9,拒绝,家电零售,779.1,3353
RETL-202512-668194,零售行业,10.0,192.1,深圳,一线城市,790.0,54.7,33.6,22,通过,综合商超,667.3,1103
RETL-202512-556252,零售行业,1.0,55.6,杭州,新一线城市,902.0,,,7,通过,家电零售,653.3,7651
RETL-202512-367581,零售行业,7.0,333.0,北京,一线城市,804.0,251.3,209.1,12,通过,美妆零售,766.9,1104
RETL-202512-051192,零售行业,14.0,160.6,盐城,三线及以下,483.0,279.4,226.7,21,拒绝,服饰零售,162.3,7082
RETL-202512-288357,零售行业,11.0,42.9,沈阳,二线城市,313.0,229.8,147.1,60,通过,生鲜零售,485.1,5625
RETL-202512-530382,零售行业,13.0,358.4,深圳,一线城市,613.0,166.4,123.7,10,通过,家电零售,658.5,7318
RETL-202512-584393,零售行业,10.0,422.5,大连,二线城市,871.0,355.2,278.3,58,通过,服饰零售,692.7,2298
RETL-202512-525556,零售行业,5.0,401.9,成都,新一线城市,922.0,170.0,133.6,7,通过,综合商超,607.5,2498
RETL-202512-957003,零售行业,14.0,375.6,哈尔滨,二线城市,473.0,109.4,66.2,53,通过,美妆零售,550.4,6901
RETL-202512-293998,零售行业,3.0,414.4,西安,新一线城市,897.0,351.2,284.7,23,拒绝,家电零售,223.0,6023
RETL-202512-328481,零售行业,,183.3,西安,新一线城市,325.0,54.7,43.8,53,通过,生鲜零售,34.7,4097
RETL-202512-979246,零售行业,5.0,346.1,保定,三线及以下,566.0,286.4,186.2,59,通过,综合商超,82.4,8675
RETL-202512-606363,零售行业,6.0,247.5,哈尔滨,二线城市,858.0,28.1,20.6,23,拒绝,生鲜零售,165.9,3089
RETL-202512-654779,零售行业,14.0,293.6,潍坊,三线及以下,449.0,38.7,27.9,34,通过,综合商超,198.2,9645
RETL-202512-777720,零售行业,9.0,191.9,沈阳,二线城市,716.0,145.5,97.9,36,拒绝,美妆零售,447.5,6903
RETL-202512-820361,零售行业,3.0,77.7,宁波,二线城市,355.0,297.1,193.6,38,拒绝,综合商超,360.2,8532
RETL-202512-433306,零售行业,11.0,50.1,哈尔滨,二线城市,1100.0,118.7,78.1,10,通过,综合商超,713.3,7073
RETL-202512-122954,零售行业,3.0,445.6,泉州,三线及以下,819.0,384.8,288.5,42,通过,美妆零售,550.5,2929
RETL-202512-302114,零售行业,9.0,60.2,阜阳,三线及以下,721.0,280.4,222.8,53,通过,综合商超,513.5,7626
RETL-202512-575248,零售行业,3.0,456.1,西安,新一线城市,561.0,351.7,271.8,19,通过,生鲜零售,109.3,6940
RETL-202512-342425,零售行业,7.0,26.9,厦门,二线城市,663.0,612.6,491.9,117,通过,美妆零售,1453.0,47253
RETL-202512-296134,零售行业,7.0,224.0,青岛,二线城市,452.0,230.4,152.6,28,通过,便利店,301.2,3745
RETL-202512-753028,零售行业,13.0,360.4,广州,一线城市,530.0,989.5,667.5,117,通过,文具零售,1336.5,23615
RETL-202512-483826,零售行业,11.0,153.4,沈阳,二线城市,459.0,115.2,71.0,54,通过,美妆零售,372.9,7478
RETL-202512-868403,零售行业,2.0,264.2,广州,一线城市,822.0,331.3,253.0,53,通过,生鲜零售,709.2,2663
RETL-202512-863630,零售行业,4.0,280.2,济南,二线城市,398.0,60.6,49.6,11,通过,综合商超,469.7,7366
RETL-202512-580065,零售行业,7.0,445.6,厦门,二线城市,715.0,484.4,349.3,25,拒绝,文具零售,583.1,6658
RETL-202512-277513,零售行业,6.0,27.1,杭州,新一线城市,486.0,,,22,通过,服饰零售,763.4,7212
RETL-202512-172029,零售行业,11.0,112.5,武汉,新一线城市,556.0,306.8,187.5,47,拒绝,文具零售,565.8,1104
RETL-202512-691656,零售行业,15.0,213.9,武汉,新一线城市,618.0,110.2,79.7,49,通过,生鲜零售,504.7,3569
RETL-202512-677229,零售行业,4.0,492.4,厦门,二线城市,728.0,64.0,42.4,40,通过,综合商超,577.8,9452
RETL-202512-103220,零售行业,11.0,353.6,重庆,新一线城市,575.0,213.8,134.3,35,通过,美妆零售,644.5,4306
RETL-202512-152083,零售行业,13.0,148.4,邯郸,三线及以下,828.0,282.4,205.0,42,拒绝,便利店,526.1,3218
RETL-202512-395966,零售行业,2.0,427.4,厦门,二线城市,745.0,986.5,818.1,63,通过,综合商超,1407.0,19540
RETL-202512-604875,零售行业,5.0,477.1,武汉,新一线城市,599.0,387.1,303.7,46,通过,服饰零售,722.0,6674
RETL-202512-650393,零售行业,3.0,396.2,宁波,二线城市,932.0,844.8,669.7,88,拒绝,综合商超,1087.6,25566
RETL-202512-382390,零售行业,3.0,377.2,深圳,一线城市,763.0,284.4,198.2,30,拒绝,便利店,689.1,5522
RETL-202512-687435,零售行业,6.0,64.0,武汉,新一线城市,867.0,384.0,276.8,11,通过,美妆零售,702.3,9091
RETL-202512-734920,零售行业,5.0,65.8,保定,三线及以下,470.0,38.6,28.5,9,通过,便利店,781.5,9508
RETL-202512-803888,零售行业,15.0,314.4,南京,新一线城市,905.0,815.4,521.8,71,通过,便利店,1342.0,42462
RETL-202512-652269,零售行业,11.0,20.3,邯郸,三线及以下,307.0,355.7,257.1,39,通过,文具零售,366.4,2177
RETL-202512-050093,零售行业,13.0,42.9,盐城,三线及以下,476.0,131.3,80.5,15,通过,美妆零售,610.6,3662
RETL-202512-575687,零售行业,,21.4,广州,一线城市,726.0,135.5,92.3,42,通过,文具零售,611.2,1700
RETL-202512-926332,零售行业,10.0,104.2,邯郸,三线及以下,,797.4,614.4,108,通过,文具零售,825.1,14571
RETL-202512-558940,零售行业,10.0,73.1,阜阳,三线及以下,823.0,206.8,128.8,19,通过,便利店,304.0,1873
RETL-202512-242470,零售行业,13.0,34.2,苏州,新一线城市,516.0,53.8,44.5,51,通过,美妆零售,497.9,5887
RETL-202512-110045,零售行业,12.0,44.9,西安,新一线城市,502.0,364.3,293.9,24,通过,生鲜零售,606.7,5728
RETL-202512-994060,零售行业,14.0,196.8,厦门,二线城市,938.0,208.2,155.0,42,通过,美妆零售,549.8,4691
RETL-202512-577113,零售行业,14.0,252.1,阜阳,三线及以下,1050.0,58.4,44.8,49,通过,美妆零售,218.5,2955
RETL-202512-683632,零售行业,2.0,466.2,成都,新一线城市,773.0,179.3,138.7,23,通过,文具零售,179.1,1845
RETL-202512-224318,零售行业,13.0,182.3,哈尔滨,二线城市,761.0,133.6,92.9,46,通过,综合商超,306.5,2350
RETL-202512-015891,零售行业,2.0,237.6,杭州,新一线城市,798.0,338.8,226.6,14,通过,文具零售,371.0,7411
RETL-202512-317539,零售行业,14.0,286.4,泉州,三线及以下,593.0,565.8,411.7,108,通过,生鲜零售,1265.2,39341
RETL-202512-619353,零售行业,8.0,337.2,宁波,二线城市,523.0,52.0,33.8,13,通过,文具零售,560.7,6407
RETL-202512-535439,零售行业,6.0,59.1,成都,新一线城市,,269.8,162.0,52,拒绝,美妆零售,360.7,5719
RETL-202512-834247,零售行业,1.0,343.5,重庆,新一线城市,835.0,365.4,248.1,42,通过,美妆零售,496.4,6081
RETL-202512-763953,零售行业,11.0,32.1,上海,一线城市,716.0,107.3,86.9,29,通过,综合商超,722.6,8960
RETL-202512-421532,零售行业,8.0,23.7,长沙,二线城市,,251.8,153.8,34,拒绝,美妆零售,382.9,1149
RETL-202512-336012,零售行业,6.0,477.7,盐城,三线及以下,327.0,207.2,130.2,55,通过,文具零售,601.3,7740
RETL-202512-662149,零售行业,11.0,48.9,北京,一线城市,601.0,13.6,9.5,11,通过,综合商超,598.9,8903
RETL-202512-097804,零售行业,15.0,365.2,南京,新一线城市,928.0,57.5,48.4,39,通过,综合商超,595.1,4210
RETL-202512-086931,零售行业,15.0,145.2,济南,二线城市,741.0,362.9,230.8,38,通过,服饰零售,69.6,4479
RETL-202512-418762,零售行业,13.0,378.7,泉州,三线及以下,871.0,170.0,107.2,39,拒绝,家电零售,729.0,7125
RETL-202512-006145,零售行业,14.0,289.6,大连,二线城市,556.0,100.5,81.4,59,通过,美妆零售,390.2,1526
RETL-202512-897641,零售行业,9.0,222.4,天津,新一线城市,721.0,847.5,666.7,81,通过,美妆零售,1312.4,24561
RETL-202512-820389,零售行业,9.0,246.1,武汉,新一线城市,853.0,372.6,230.3,7,通过,服饰零售,138.3,4807
RETL-202512-750533,零售行业,8.0,394.3,宁波,二线城市,416.0,317.8,249.1,20,通过,综合商超,342.7,1225
RETL-202512-253120,零售行业,2.0,268.7,深圳,一线城市,824.0,179.4,108.8,5,通过,文具零售,596.0,8595
RETL-202512-406172,零售行业,8.0,307.0,阜阳,三线及以下,435.0,192.5,143.9,33,通过,生鲜零售,786.0,3165
RETL-202512-452196,零售行业,1.0,452.3,阜阳,三线及以下,426.0,201.9,161.3,41,通过,文具零售,741.4,2059
RETL-202512-287575,零售行业,13.0,319.5,沈阳,二线城市,752.0,190.1,116.3,33,通过,生鲜零售,276.1,8903
RETL-202512-032933,零售行业,11.0,315.1,天津,新一线城市,365.0,276.7,234.0,53,通过,综合商超,676.1,2930
RETL-202512-323450,零售行业,15.0,498.4,邯郸,三线及以下,,271.8,172.1,16,拒绝,服饰零售,160.8,9074
RETL-202512-953393,零售行业,7.0,343.2,厦门,二线城市,462.0,16.4,11.2,45,通过,家电零售,157.2,8810
RETL-202512-781860,零售行业,13.0,162.6,常州,三线及以下,653.0,128.7,106.4,39,通过,便利店,175.8,6413
RETL-202512-704541,零售行业,15.0,476.9,杭州,新一线城市,592.0,414.1,342.2,54,通过,美妆零售,377.6,7933
RETL-202512-405140,零售行业,14.0,462.2,保定,三线及以下,692.0,90.1,59.9,27,通过,美妆零售,538.5,4283
RETL-202512-965734,零售行业,13.0,63.3,武汉,新一线城市,410.0,352.2,280.1,7,通过,便利店,182.8,5607
RETL-202512-529828,零售行业,5.0,404.2,武汉,新一线城市,400.0,398.7,303.4,21,通过,便利店,275.3,7740
RETL-202512-644102,零售行业,6.0,221.9,深圳,一线城市,849.0,194.6,128.9,28,通过,家电零售,366.3,9674
RETL-202512-401564,零售行业,2.0,464.4,上海,一线城市,417.0,259.7,186.2,22,通过,生鲜零售,580.0,6191
RETL-202512-462404,零售行业,10.0,439.3,阜阳,三线及以下,,217.0,149.3,27,通过,家电零售,193.3,7503
RETL-202512-607236,零售行业,15.0,1500.0,长沙,二线城市,750.0,256.2,206.8,32,拒绝,服饰零售,669.4,1770
RETL-202512-729832,零售行业,2.0,376.4,北京,一线城市,707.0,39.7,29.1,33,拒绝,便利店,431.4,7265
RETL-202512-205867,零售行业,8.0,115.9,阜阳,三线及以下,904.0,378.3,294.0,11,通过,便利店,198.5,6957
RETL-202512-026236,零售行业,6.0,328.8,盐城,三线及以下,942.0,245.9,201.5,11,通过,家电零售,752.4,5680
RETL-202512-009634,零售行业,1.0,154.7,武汉,新一线城市,730.0,658.6,395.6,91,通过,文具零售,1000.9,22700
RETL-202512-135092,零售行业,11.0,222.1,泉州,三线及以下,810.0,73.8,56.2,38,通过,家电零售,643.4,3418
RETL-202512-522943,零售行业,1.0,264.5,杭州,新一线城市,457.0,311.7,230.5,47,通过,家电零售,425.9,6948
RETL-202512-459782,零售行业,8.0,128.1,唐山,三线及以下,777.0,193.2,132.0,19,通过,文具零售,251.6,5306
RETL-202512-049147,零售行业,8.0,278.8,青岛,二线城市,814.0,224.5,160.7,23,通过,便利店,635.1,1477
RETL-202512-731562,零售行业,14.0,149.7,厦门,二线城市,838.0,76.8,50.4,13,拒绝,生鲜零售,586.7,4580
RETL-202512-384543,零售行业,5.0,95.9,宁波,二线城市,668.0,247.8,157.2,10,通过,家电零售,326.7,6821
RETL-202512-234134,零售行业,14.0,392.4,济南,二线城市,539.0,161.5,97.7,59,拒绝,综合商超,704.1,6466
RETL-202512-579219,零售行业,7.0,232.2,深圳,一线城市,798.0,85.1,52.0,41,通过,家电零售,93.8,8749
RETL-202512-865174,零售行业,30.0,289.5,唐山,三线及以下,485.0,768.9,543.6,65,通过,美妆零售,1326.1,41193
RETL-202512-900690,零售行业,13.0,345.2,泉州,三线及以下,438.0,691.2,490.3,104,拒绝,服饰零售,867.5,42870
RETL-202512-215231,零售行业,11.0,172.1,重庆,新一线城市,518.0,199.9,121.8,52,通过,文具零售,310.3,8090
RETL-202512-977633,零售行业,13.0,25.3,保定,三线及以下,330.0,350.0,231.7,49,拒绝,文具零售,32.0,3240
RETL-202512-381807,零售行业,9.0,406.6,沈阳,二线城市,347.0,161.0,107.4,34,拒绝,文具零售,187.3,9159
RETL-202512-658884,零售行业,4.0,300.0,潍坊,三线及以下,450.0,446.1,282.6,31,通过,美妆零售,689.3,2976
RETL-202512-830553,零售行业,4.0,226.7,南京,新一线城市,674.0,376.2,312.0,34,通过,综合商超,471.0,2309
RETL-202512-456449,零售行业,2.0,264.7,成都,新一线城市,938.0,739.2,613.5,106,通过,美妆零售,1062.7,46754
RETL-202512-081053,零售行业,4.0,178.5,沈阳,二线城市,558.0,342.4,278.3,34,通过,美妆零售,453.2,5762
RETL-202512-028811,零售行业,,116.3,盐城,三线及以下,790.0,998.4,700.1,95,通过,便利店,1025.5,20739
RETL-202512-425048,零售行业,6.0,471.8,青岛,二线城市,414.0,79.9,63.2,44,通过,服饰零售,165.9,1611
RETL-202512-988952,零售行业,3.0,113.1,宁波,二线城市,891.0,138.0,109.3,22,通过,便利店,32.8,2710
RETL-202512-008365,零售行业,9.0,404.4,杭州,新一线城市,312.0,118.3,83.1,41,通过,生鲜零售,489.9,5642
RETL-202512-916901,零售行业,25.0,323.8,天津,新一线城市,640.0,37.9,26.5,200,通过,家电零售,585.0,4413
RETL-202512-343216,零售行业,8.0,84.7,厦门,二线城市,522.0,254.1,178.4,18,通过,生鲜零售,305.2,5452
RETL-202512-246019,零售行业,7.0,440.4,北京,一线城市,609.0,128.2,79.6,12,拒绝,服饰零售,112.4,4771
RETL-202512-835942,零售行业,5.0,440.2,长沙,二线城市,782.0,96.6,67.7,53,通过,服饰零售,339.7,1061
RETL-202512-967013,零售行业,,405.6,潍坊,三线及以下,344.0,319.6,196.0,7,通过,家电零售,84.6,8048
RETL-202512-840534,零售行业,1.0,184.9,广州,一线城市,414.0,107.0,66.4,45,通过,家电零售,361.9,5500
RETL-202512-736878,零售行业,12.0,151.1,盐城,三线及以下,534.0,361.9,231.7,60,通过,美妆零售,734.0,8795
RETL-202512-997762,零售行业,8.0,87.0,宁波,二线城市,752.0,67.6,46.6,23,通过,家电零售,213.0,6448
RETL-202512-212252,零售行业,10.0,379.2,哈尔滨,二线城市,570.0,300.1,230.2,16,通过,服饰零售,639.6,1008
RETL-202512-783212,零售行业,5.0,63.7,盐城,三线及以下,675.0,106.6,81.5,12,通过,服饰零售,546.2,2268
RETL-202512-364461,零售行业,7.0,77.1,厦门,二线城市,676.0,236.1,174.2,40,拒绝,生鲜零售,413.4,6180
RETL-202512-690792,零售行业,14.0,308.7,阜阳,三线及以下,1050.0,184.0,121.1,33,通过,家电零售,145.8,7299
RETL-202512-400906,零售行业,15.0,156.4,邯郸,三线及以下,655.0,71.8,56.4,6,通过,生鲜零售,47.7,9384
RETL-202512-921484,零售行业,8.0,63.2,苏州,新一线城市,777.0,44.6,28.4,40,通过,家电零售,428.4,1391
RETL-202512-818949,零售行业,15.0,137.1,天津,新一线城市,593.0,462.0,369.4,50,通过,生鲜零售,395.3,7282
RETL-202512-383034,零售行业,,444.7,深圳,一线城市,150.0,188.8,121.1,6,通过,便利店,310.9,1381
RETL-202512-629748,零售行业,12.0,407.1,青岛,二线城市,1050.0,182.2,142.5,7,通过,综合商超,197.7,2232
RETL-202512-594605,零售行业,12.0,58.7,上海,一线城市,703.0,200.5,146.3,55,拒绝,美妆零售,125.5,4399
RETL-202512-156940,零售行业,9.0,35.1,苏州,新一线城市,629.0,277.8,225.4,39,通过,家电零售,274.3,9784
RETL-202512-099752,零售行业,4.0,398.3,广州,一线城市,895.0,16.4,11.7,56,通过,便利店,255.4,7116
RETL-202512-438804,零售行业,10.0,47.7,宁波,二线城市,400.0,332.4,279.7,11,通过,服饰零售,589.3,5455
RETL-202512-505717,零售行业,10.0,54.8,上海,一线城市,796.0,170.7,122.0,56,拒绝,美妆零售,210.3,4541
RETL-202512-988241,零售行业,6.0,265.7,北京,一线城市,486.0,375.9,285.9,12,通过,美妆零售,214.8,2306
RETL-202512-388503,零售行业,13.0,145.9,潍坊,三线及以下,765.0,129.0,81.2,52,通过,文具零售,316.9,9115
RETL-202512-191707,零售行业,13.0,411.3,常州,三线及以下,610.0,317.7,196.5,30,通过,生鲜零售,420.1,7853
RETL-202512-241619,零售行业,6.0,441.9,常州,三线及以下,494.0,839.2,622.3,83,通过,美妆零售,1415.5,41691
RETL-202512-051594,零售行业,3.0,30.9,唐山,三线及以下,522.0,187.1,153.2,15,通过,家电零售,170.4,5256
RETL-202512-777499,零售行业,14.0,158.1,杭州,新一线城市,749.0,165.3,113.4,23,通过,便利店,402.4,8454
RETL-202512-008128,零售行业,2.0,71.9,潍坊,三线及以下,780.0,893.1,564.6,92,通过,美妆零售,1188.8,49992
RETL-202512-202461,零售行业,8.0,180.4,成都,新一线城市,827.0,131.3,79.2,40,通过,综合商超,119.1,1425
RETL-202512-129764,零售行业,2.0,274.1,保定,三线及以下,760.0,13.8,8.4,16,通过,美妆零售,184.4,7334
RETL-202512-786089,零售行业,13.0,338.7,大连,二线城市,915.0,252.5,199.0,36,通过,服饰零售,477.4,4248
RETL-202512-823365,零售行业,14.0,445.2,青岛,二线城市,703.0,105.1,70.9,43,通过,综合商超,105.0,5253
RETL-202512-172443,零售行业,3.0,458.9,广州,一线城市,704.0,260.0,194.2,12,通过,家电零售,747.7,3660
RETL-202512-845316,零售行业,1.0,16.9,唐山,三线及以下,774.0,140.6,108.7,9,拒绝,美妆零售,133.0,7321
RETL-202512-438120,零售行业,9.0,132.8,苏州,新一线城市,442.0,357.7,281.5,12,拒绝,综合商超,35.9,6836
RETL-202512-790643,零售行业,6.0,424.3,上海,一线城市,758.0,295.1,213.3,10,通过,家电零售,367.6,7523
RETL-202512-155886,零售行业,,62.1,天津,新一线城市,655.0,320.0,207.8,32,通过,美妆零售,378.0,8681
RETL-202512-152707,零售行业,9.0,51.2,阜阳,三线及以下,,67.5,55.2,38,拒绝,家电零售,614.4,1799
RETL-202512-116919,零售行业,1.0,164.1,潍坊,三线及以下,538.0,395.7,298.4,47,通过,文具零售,496.5,7394
RETL-202512-978037,零售行业,9.0,493.3,保定,三线及以下,482.0,250.1,194.1,40,通过,服饰零售,587.9,3988
RETL-202512-759341,零售行业,9.0,360.7,上海,一线城市,706.0,262.5,181.4,6,通过,便利店,381.7,4960
RETL-202512-698655,零售行业,5.0,1500.0,青岛,二线城市,761.0,11.8,7.1,11,通过,生鲜零售,462.3,8963
RETL-202512-406633,零售行业,1.0,420.5,深圳,一线城市,550.0,112.7,87.5,8,拒绝,便利店,180.3,4031
RETL-202512-774478,零售行业,8.0,261.1,武汉,新一线城市,340.0,387.8,281.9,33,通过,服饰零售,416.1,4971
RETL-202512-799315,零售行业,1.0,186.5,邯郸,三线及以下,899.0,145.7,113.6,44,通过,家电零售,528.6,8477
RETL-202512-048674,零售行业,8.0,160.5,青岛,二线城市,773.0,92.2,57.2,45,通过,美妆零售,488.7,9913
RETL-202512-243677,零售行业,10.0,300.0,青岛,二线城市,772.0,187.3,128.2,58,通过,家电零售,224.2,2341
RETL-202512-520504,零售行业,9.0,14.9,西安,新一线城市,917.0,94.6,76.3,9,通过,美妆零售,215.1,9915
RETL-202512-120280,零售行业,15.0,486.4,长沙,二线城市,869.0,502.6,337.2,105,通过,综合商超,1318.1,30085
RETL-202512-431294,零售行业,9.0,347.4,宁波,二线城市,525.0,206.8,125.7,53,通过,家电零售,284.3,3666
RETL-202512-168750,零售行业,,372.3,潍坊,三线及以下,439.0,336.6,277.2,19,通过,服饰零售,57.9,3252
RETL-202512-150451,零售行业,14.0,395.3,苏州,新一线城市,645.0,707.1,560.6,112,拒绝,文具零售,829.7,16284
RETL-202512-568000,零售行业,8.0,283.4,上海,一线城市,577.0,805.9,618.1,82,通过,文具零售,1265.4,30341
RETL-202512-107171,零售行业,14.0,392.5,泉州,三线及以下,638.0,276.0,195.4,14,通过,服饰零售,54.1,6933
